vibration_amplitude_mm,vibration_frequency_hz,stress_mPa,strain_micro,concrete_age_years,ambient_temp_c,humidity_pct,maintenance_score,material_grade,foundation_settlement_mm,load_ratio,failure_risk
3.24,54.16,52.1,957.04,9.2,47.4,74.0,4,M30,3.32,0.85,Medium
0.52,60.68,19.83,1644.17,47.5,37.3,41.0,1,M30,11.83,1.21,Low
9.79,30.35,37.19,1411.92,14.8,33.4,73.6,4,M30,11.55,0.21,Low
5.56,57.04,76.67,3439.06,38.8,1.2,61.6,3,M20,22.1,0.63,High
12.97,79.77,59.76,1429.71,40.2,44.6,28.2,7,M50,7.41,1.13,Medium
7.12,90.39,60.31,371.94,65.8,39.7,89.9,10,M40,14.02,0.65,Medium
14.52,90.71,78.68,405.41,35.2,-0.2,53.9,5,M30,18.59,0.99,High
2.82,69.77,80.99,2108.56,21.7,42.3,75.1,3,M30,14.9,0.96,High
13.04,108.62,83.18,2137.84,18.1,6.3,57.6,2,M30,23.85,0.43,High
11.66,98.27,13.06,1523.78,65.7,-5.1,65.3,2,M30,15.06,0.69,Low
11.58,91.09,51.25,1568.27,13.7,29.4,42.7,5,M20,22.55,0.82,High
12.68,7.62,67.94,283.37,32.5,29.2,35.0,8,M30,6.13,0.99,Medium
11.43,1.82,69.34,1856.26,14.9,-4.3,60.7,8,M50,14.02,1.1,Medium
9.41,26.28,56.57,1816.11,58.2,9.1,53.0,5,M20,13.58,1.04,High
2.01,79.96,19.18,608.47,36.1,49.6,49.3,2,M30,24.74,0.23,Low
0.54,49.93,72.78,453.05,27.0,30.7,70.4,4,M20,5.11,0.94,High
13.82,48.89,66.21,520.15,27.7,33.8,71.8,7,M20,3.52,0.75,High
9.27,106.27,12.32,443.5,64.1,2.8,23.4,6,M30,15.29,0.83,Low
11.96,107.57,44.42,2173.01,42.0,-5.3,45.4,10,M20,5.59,0.61,Medium
7.25,109.19,19.79,768.04,54.1,6.6,50.9,7,M50,15.98,0.99,Low
1.8,38.35,33.69,954.86,67.4,4.9,27.3,5,M30,24.31,0.94,Low
1.92,83.24,6.54,690.15,67.7,4.1,37.7,2,M20,23.66,0.84,Low
10.3,33.32,39.03,3356.64,25.3,1.6,23.9,8,M30,5.78,1.15,Medium
6.48,23.68,51.74,3005.7,71.5,24.5,94.7,2,M40,4.27,0.31,Medium
3.05,22.97,57.66,883.68,2.8,9.7,75.2,8,M20,14.02,0.53,High
7.4,41.71,61.4,1213.73,28.9,39.2,26.6,7,M30,14.67,0.74,Medium
1.01,52.16,76.08,813.64,67.3,1.0,21.5,3,M40,16.56,1.25,Medium
8.75,99.88,23.31,1772.38,21.3,17.9,73.9,4,M20,18.54,0.28,Low
4.07,15.27,15.24,166.68,21.2,-9.2,52.9,7,M50,15.02,0.57,Low
11.97,88.46,77.38,2382.65,23.4,18.9,79.0,4,M20,2.79,1.22,High
4.69,64.24,18.31,1878.74,46.3,-6.6,89.3,9,M20,19.75,1.19,Low
6.86,35.27,87.85,3155.37,33.4,48.7,64.9,7,M30,1.99,1.15,High
0.22,59.65,76.62,658.94,54.8,37.4,34.0,1,M20,0.5,0.54,High
1.13,36.69,47.57,2833.97,67.2,19.4,78.7,1,M40,19.24,1.13,Medium
5.92,71.93,88.42,2792.67,50.9,-4.8,91.7,4,M30,13.71,0.76,High
7.23,52.63,13.28,532.42,16.1,25.5,63.5,9,M20,17.46,0.88,Low
9.02,20.56,30.76,1455.1,70.0,35.5,71.1,4,M50,9.57,0.46,Low
4.41,14.87,59.25,678.52,20.6,1.4,45.3,5,M40,0.28,0.98,Low
10.44,66.06,34.75,966.05,12.1,24.1,48.6,1,M30,8.28,0.56,Low
12.91,108.39,83.91,995.04,7.7,38.9,75.1,2,M30,15.2,0.58,High
11.71,41.93,10.58,1991.2,42.7,36.1,89.6,4,M20,5.64,0.9,Low
0.64,88.23,51.7,1498.8,9.4,38.2,67.2,4,M40,17.2,0.46,Low
7.23,79.38,55.22,3322.29,11.3,42.8,79.2,10,M40,19.86,0.45,Medium
1.62,111.86,60.48,529.66,23.2,46.3,32.9,6,M20,11.36,0.61,High
3.67,98.7,26.73,3410.55,21.8,14.3,35.9,6,M30,21.89,1.06,Low
14.8,68.43,35.99,884.17,45.7,24.1,59.9,8,M30,21.37,0.45,Medium
2.18,79.19,76.71,2727.77,61.4,37.4,33.2,9,M30,21.95,1.07,High
7.51,107.91,21.57,1252.5,57.3,31.8,67.6,1,M40,16.53,0.97,Low
9.29,48.54,75.28,586.48,20.4,49.7,41.9,1,M20,7.62,0.95,High
10.55,39.89,52.83,3016.82,19.2,-9.2,79.4,6,M20,12.03,0.72,High
8.42,2.29,69.79,1150.13,72.5,11.3,80.6,4,M20,17.76,1.02,High
0.2,99.36,65.66,2340.11,1.6,6.9,54.8,4,M30,5.26,0.21,Medium
4.93,96.32,22.64,2025.91,66.1,5.7,33.6,1,M20,18.47,0.54,Medium
7.79,13.43,53.35,1703.97,15.8,3.4,68.5,9,M40,13.7,0.95,Medium
1.36,69.65,78.76,1785.79,71.1,32.5,94.5,3,M40,2.4,1.29,Medium
5.29,56.21,41.73,2589.61,26.3,-4.9,66.7,5,M20,13.93,0.2,Medium
0.55,15.13,87.16,398.43,33.6,34.5,22.7,10,M40,1.67,0.76,Low
1.22,117.69,43.44,2371.81,53.3,31.6,21.3,1,M40,0.36,1.22,Low
5.98,26.55,17.14,3145.76,44.5,5.0,44.0,8,M20,22.24,1.15,Medium
2.03,9.0,38.1,296.48,24.5,5.2,34.7,3,M20,12.25,0.23,Medium
8.53,71.79,85.89,578.22,42.0,27.7,81.0,1,M20,13.58,0.78,High
10.36,88.93,32.18,2536.55,55.1,35.7,83.4,10,M20,7.0,0.2,Medium
12.02,4.86,78.79,1586.76,4.1,42.6,39.4,6,M40,13.57,1.07,Medium
3.04,79.39,79.91,1472.07,1.8,41.1,44.4,1,M30,4.22,0.54,Medium
2.55,64.34,34.77,565.69,34.9,47.9,37.7,3,M50,18.64,1.04,Low
1.61,13.29,12.08,1823.02,10.8,24.9,88.1,5,M40,20.58,1.24,Low
9.56,21.53,66.59,530.25,50.2,44.5,57.7,4,M20,21.4,1.27,High
10.61,68.59,31.48,1720.51,16.8,38.5,69.2,7,M40,2.67,1.18,Low
0.52,36.27,71.55,2696.29,33.0,43.7,51.2,6,M20,13.94,0.42,High
14.05,112.66,42.63,978.1,15.6,-9.3,67.3,3,M20,20.22,0.41,High
0.83,98.43,46.25,1734.67,41.6,48.0,48.9,8,M30,3.21,0.89,Low
8.14,118.04,71.12,3472.85,9.6,18.4,45.5,8,M30,2.49,0.8,Medium
10.65,31.9,37.5,2434.61,2.7,37.9,67.6,2,M30,20.42,0.21,Medium
13.07,116.4,42.67,2960.61,4.8,-2.4,64.3,7,M40,19.92,0.63,Medium
10.73,52.32,36.98,1510.48,71.6,13.8,42.0,1,M40,11.22,1.2,Medium
12.04,42.35,36.22,2710.73,11.5,6.3,31.2,2,M30,2.74,1.19,Medium
5.12,6.99,49.71,237.73,53.4,7.5,47.6,8,M30,12.9,0.42,Medium
12.23,7.28,73.75,517.9,6.0,-2.6,51.1,1,M30,9.87,0.62,High
1.25,83.35,35.75,790.44,9.0,38.3,67.2,2,M40,12.96,0.82,Low
13.43,55.49,49.56,1466.64,38.7,-9.4,88.6,1,M20,11.0,1.14,High
8.24,27.96,62.01,2975.53,35.4,8.8,22.7,5,M50,14.21,0.79,Medium
12.27,74.06,27.9,1277.3,71.4,0.5,38.3,7,M40,18.18,1.27,Low
6.81,31.09,28.59,2325.71,70.9,25.3,34.5,6,M30,19.37,1.08,Low
9.67,69.74,84.34,2511.67,58.7,5.3,57.7,6,M50,16.22,1.25,Medium
7.92,43.75,66.5,2093.02,45.6,5.5,52.2,6,M50,4.97,1.0,Medium
10.99,99.0,54.06,1314.62,34.7,19.3,74.7,8,M20,9.93,1.17,High
1.27,98.66,60.06,2061.98,27.4,29.2,38.2,5,M20,1.78,1.11,High
0.95,57.8,7.49,1263.7,71.1,-2.7,64.6,10,M40,11.29,0.48,Low
3.74,42.75,57.54,385.17,45.6,0.5,86.3,7,M50,24.26,0.45,Low
2.44,44.14,48.31,3475.53,43.9,4.8,88.3,3,M40,16.04,1.15,Medium
13.08,96.88,51.39,532.42,18.2,48.4,91.9,9,M30,3.87,0.29,Low
3.33,40.05,35.55,345.98,4.5,13.8,78.0,10,M40,6.71,0.65,Low
14.64,25.88,11.93,3087.0,70.9,25.9,87.9,3,M20,1.61,1.1,Low
5.09,11.08,21.43,1126.24,24.2,4.5,37.6,6,M50,4.56,1.09,Low
2.77,56.54,85.81,2311.01,33.8,19.4,34.8,3,M30,12.2,0.35,High
11.86,58.37,39.74,1218.62,9.5,-5.6,20.5,1,M50,8.62,0.74,Low
9.9,101.07,44.67,1430.94,62.9,-7.9,73.0,1,M30,5.1,0.73,Medium
7.5,27.33,9.48,991.18,3.0,18.1,90.3,3,M50,3.66,0.56,Low
8.35,46.34,8.19,1266.35,62.7,13.9,34.0,4,M30,16.4,1.21,Low
10.8,97.2,65.96,1496.38,11.4,-1.8,67.8,2,M40,13.95,0.92,Medium
3.47,99.01,50.74,2549.41,66.6,31.3,76.0,9,M50,21.07,1.28,Medium
14.95,46.77,48.24,1839.22,55.0,49.6,89.6,8,M30,4.58,0.27,Medium
14.62,55.64,25.67,3308.12,13.2,13.7,68.5,3,M40,21.2,0.63,Medium
9.77,37.09,68.3,242.39,42.9,27.5,92.8,7,M20,14.45,1.12,High
3.03,111.97,19.3,1810.43,24.1,47.8,45.9,4,M30,6.66,0.66,Low
10.22,15.12,21.14,2086.36,14.2,39.9,46.2,5,M40,6.84,0.49,Low
1.13,112.12,44.16,3228.67,64.6,17.8,60.7,4,M20,9.76,1.3,High
0.51,82.38,29.33,267.14,30.9,34.2,48.8,9,M40,11.5,1.16,Low
3.9,64.26,26.03,2049.9,30.5,-2.3,20.1,7,M40,2.06,0.8,Low
6.97,4.89,59.85,3002.34,13.6,20.7,74.9,4,M20,21.05,0.82,High
13.03,57.6,60.33,922.55,29.3,6.7,76.4,8,M20,3.04,0.21,High
10.92,49.52,75.08,3079.39,65.5,-0.3,76.0,2,M30,12.09,1.28,High
11.15,20.19,40.51,164.75,27.9,15.6,45.9,7,M20,9.57,1.09,Medium
6.41,79.11,11.21,2590.35,71.4,-2.1,59.2,1,M50,12.81,0.24,Low
5.22,116.57,28.26,3272.58,71.0,31.9,47.0,8,M40,22.19,0.39,Low
5.6,67.9,88.3,2334.47,11.7,17.4,21.2,6,M30,24.73,1.1,High
14.82,86.06,55.68,1592.7,14.1,21.9,62.2,5,M20,0.51,0.3,High
0.65,9.15,65.33,252.6,64.8,-1.2,29.3,9,M40,9.83,1.24,Low
13.01,50.7,5.63,3228.39,30.1,-1.6,26.0,9,M30,20.44,1.3,Low
8.7,14.85,49.05,1699.01,1.3,25.0,76.7,3,M20,8.17,1.18,High
6.61,73.92,8.19,198.59,21.3,49.1,20.7,9,M30,16.23,1.01,Low
10.89,112.68,53.38,2445.39,45.2,-4.2,91.9,9,M40,24.81,0.74,Medium
7.33,79.75,83.27,1738.25,60.1,7.1,58.6,2,M20,16.17,0.29,High
13.11,10.14,87.32,522.77,10.9,42.2,93.7,5,M30,2.78,1.0,High
13.52,43.21,50.95,828.52,9.2,-5.7,24.3,2,M50,21.07,0.64,Low
6.35,66.53,43.95,319.27,69.2,42.6,63.8,1,M20,24.17,0.83,High
4.19,48.98,85.33,2052.6,56.6,21.5,46.2,7,M40,17.81,0.52,Medium
8.91,100.2,62.26,2214.9,44.6,14.5,83.3,4,M30,10.48,0.47,Medium
13.69,97.95,10.52,1819.52,57.9,8.6,47.1,5,M20,23.71,0.56,Low
3.2,73.81,44.59,2878.15,32.7,7.8,39.5,4,M20,24.21,1.1,High
9.36,45.44,25.42,3027.43,57.1,8.3,84.3,6,M20,23.38,0.67,Medium
9.49,31.39,44.93,2193.12,28.5,43.1,48.1,2,M20,10.3,0.54,High
11.01,13.6,43.71,143.37,19.1,33.4,21.3,8,M20,19.74,0.68,Medium
2.02,43.23,54.48,2463.78,54.9,30.2,49.3,4,M30,16.35,0.24,Medium
10.75,50.17,35.33,1521.2,32.1,37.9,69.1,8,M20,4.49,1.18,Medium
13.64,81.42,18.96,2022.9,73.6,5.4,39.1,3,M40,13.39,0.81,Low
2.74,79.32,47.82,2306.87,26.9,27.1,52.4,5,M40,18.69,0.32,Low
3.6,9.34,75.57,1290.8,69.2,17.6,24.3,3,M40,22.4,0.52,Medium
14.57,48.04,61.44,3218.13,70.0,36.9,64.1,7,M30,21.56,1.28,High
2.76,22.63,33.76,555.51,18.9,8.6,76.7,3,M50,3.87,0.85,Low
12.82,19.66,84.52,2383.14,60.1,28.6,51.0,8,M20,12.2,0.52,High
7.41,99.45,82.54,114.82,33.0,42.9,51.5,9,M20,11.96,0.67,High
3.75,5.99,22.79,3243.81,68.9,14.1,26.6,2,M20,22.47,0.48,Medium
13.07,50.88,8.35,482.51,34.3,-6.0,35.1,3,M40,0.05,0.23,Low
6.71,21.02,68.01,422.61,56.1,21.0,31.6,7,M40,18.47,1.13,Medium
7.75,105.64,75.35,1232.23,35.6,10.8,56.1,5,M30,15.47,0.52,High
5.42,67.29,87.27,1370.13,17.9,30.3,59.7,10,M30,23.04,1.12,High
8.91,28.53,80.64,828.62,15.8,47.1,91.2,7,M40,11.42,0.73,Medium
2.49,60.79,56.05,2089.41,32.5,19.1,25.5,2,M20,16.44,0.4,High
5.9,88.05,50.05,1605.91,56.9,18.0,65.0,4,M30,24.32,1.08,Medium
14.54,115.02,7.37,216.2,45.8,29.3,59.5,1,M30,18.6,0.61,Low
3.91,27.23,25.97,1186.82,52.0,-3.8,58.7,5,M20,1.68,0.98,Low
9.87,106.46,44.07,2855.47,21.9,5.2,85.5,8,M20,4.19,1.12,Medium
4.91,112.18,58.42,2444.99,36.6,45.1,35.4,1,M40,20.54,1.26,Medium
11.61,110.05,52.37,2564.56,4.3,30.2,23.1,7,M30,8.37,0.29,Medium
2.01,76.61,68.12,2473.6,61.5,-9.2,70.4,7,M30,17.65,0.21,Medium
14.55,75.95,28.78,1157.31,74.3,2.3,45.9,7,M30,17.5,0.8,Low
6.83,48.98,53.02,438.86,31.1,31.0,21.3,1,M50,24.84,0.49,Low
3.58,90.54,12.49,1026.39,1.8,35.9,38.9,3,M30,11.75,0.72,Low
1.15,64.22,40.16,2928.07,13.6,40.4,43.2,2,M20,18.45,0.28,Medium
2.59,81.62,68.76,3433.6,49.3,7.5,66.3,5,M30,1.22,0.75,Medium
7.82,51.99,63.94,1779.08,46.3,45.9,32.9,2,M30,11.56,0.34,Medium
5.09,88.05,89.2,132.98,59.3,23.2,51.0,5,M20,4.67,1.12,High
12.44,99.11,28.62,576.15,19.8,31.8,56.2,5,M30,21.01,1.04,Medium
6.49,18.43,47.35,1195.07,57.5,25.8,54.4,4,M30,21.0,0.28,Medium
3.77,100.12,33.01,2067.19,51.9,-2.6,93.0,7,M30,5.91,1.12,Low
9.28,65.3,42.45,355.32,24.9,47.8,23.4,10,M30,7.96,0.56,Low
10.62,101.52,77.84,3307.41,41.4,-2.6,91.3,6,M40,17.56,0.59,Medium
2.55,52.32,63.16,1341.28,11.9,5.3,63.6,2,M50,18.46,0.4,Low
2.56,46.11,80.01,3202.79,34.5,38.8,79.7,4,M50,16.44,1.12,Medium
0.6,109.89,22.3,2753.77,66.2,27.1,52.3,7,M40,24.92,0.65,Low
11.06,30.89,79.24,2668.49,32.2,40.3,54.0,9,M30,21.72,0.25,High
9.97,101.46,10.08,2162.85,63.1,20.9,85.9,9,M40,10.43,1.26,Low
7.15,58.6,80.53,2231.06,44.7,12.6,87.2,3,M40,8.17,0.48,Medium
12.67,62.18,32.97,2269.21,15.2,45.3,37.9,1,M40,14.92,1.23,Medium
12.09,37.71,31.74,2237.65,44.0,-7.8,34.9,9,M20,20.44,0.53,Medium
8.8,69.19,48.53,1982.68,38.4,41.4,57.2,8,M20,11.88,1.11,High
13.03,39.7,84.96,3453.81,30.5,3.8,87.5,7,M50,18.44,0.93,Medium
3.13,5.67,9.06,2589.79,9.9,40.9,44.2,6,M50,0.48,1.15,Low
1.72,33.37,34.94,2741.62,31.8,-1.6,68.9,10,M30,23.15,1.27,Medium
4.08,1.76,77.81,3066.37,6.4,24.8,73.1,7,M50,19.35,1.16,Medium
0.9,117.42,38.66,833.18,8.3,43.3,78.4,9,M40,9.85,0.64,Low
7.99,115.92,21.93,384.93,31.8,18.4,62.3,6,M30,9.6,1.1,Low
14.05,48.02,41.11,1741.84,23.6,34.8,50.2,10,M30,2.57,0.98,Medium
0.64,87.68,37.77,1847.87,69.5,38.3,92.5,3,M30,20.4,0.27,Medium
1.88,42.15,82.81,2919.22,28.8,34.2,65.8,3,M30,19.22,1.22,High
6.81,80.86,69.76,1608.86,57.1,45.5,74.6,4,M50,15.76,0.71,Medium
14.01,96.85,47.93,2040.9,40.2,16.8,45.9,10,M30,2.54,0.35,Medium
4.78,113.66,89.01,1892.04,53.1,0.4,70.2,10,M40,6.56,0.67,Medium
7.63,48.63,44.55,229.89,20.2,-7.1,39.3,8,M40,11.47,0.86,Low
0.67,94.21,9.95,2191.73,70.7,4.8,38.4,10,M20,6.65,0.83,Low
2.27,32.65,27.29,2915.35,40.2,-1.4,73.6,9,M20,10.85,0.83,Low
14.8,118.85,42.07,635.5,62.5,23.5,59.1,8,M40,5.65,0.48,Low
14.48,4.07,18.34,2120.73,28.0,1.1,71.2,10,M20,8.74,0.9,Low
0.12,72.82,85.54,2118.28,8.4,-7.7,40.2,2,M40,16.31,1.2,Medium
14.28,79.48,70.18,658.23,50.9,-7.8,64.9,4,M20,22.31,0.63,High
9.6,82.88,27.8,519.78,1.6,39.9,53.3,4,M30,9.63,0.89,Low
13.03,15.33,55.22,3432.18,36.2,25.5,64.8,2,M20,17.3,0.47,High
6.85,112.69,66.32,1438.65,15.3,11.5,41.8,8,M20,3.37,0.25,High
7.76,22.56,85.01,873.23,47.4,43.7,73.7,3,M20,13.52,0.84,High
7.36,75.11,79.94,682.5,73.5,-5.8,80.4,2,M50,23.04,0.25,Medium
10.02,27.5,48.79,2369.85,35.4,48.8,39.5,7,M30,0.7,1.0,Medium
2.14,37.56,70.85,2172.11,61.5,27.0,42.5,1,M50,6.69,0.94,Medium
0.5,66.03,52.78,2288.08,38.6,1.0,69.6,6,M50,3.31,0.61,Low
4.65,50.65,51.98,399.22,37.7,30.7,72.2,3,M50,13.33,0.65,Low
10.58,20.07,14.75,3138.02,69.9,35.8,72.8,3,M30,16.99,1.21,Medium
3.07,21.34,15.72,1423.51,66.9,15.8,71.2,5,M40,1.44,0.21,Low
10.12,50.76,50.01,1165.46,59.1,41.7,49.5,3,M20,1.76,0.82,High
14.55,91.12,27.85,1672.03,22.9,-1.0,49.6,4,M20,21.74,1.22,Medium
1.45,107.86,6.79,1426.22,41.3,6.7,39.1,3,M40,11.41,1.21,Low
10.11,11.01,66.44,3036.16,17.6,-4.4,31.8,7,M20,11.57,0.84,High
6.68,47.78,7.76,3259.49,33.8,2.7,71.9,3,M50,23.61,0.62,Low
13.03,12.93,55.6,1131.74,36.8,4.3,27.0,10,M40,8.01,0.31,Low
2.7,2.97,50.83,3037.38,62.5,45.1,90.3,4,M30,22.43,0.39,Medium
10.4,79.74,87.35,2757.18,67.3,-5.3,82.0,2,M20,24.36,0.95,High
12.58,72.69,46.16,3264.75,31.7,15.6,84.3,2,M40,6.04,0.22,Medium
14.17,20.4,10.41,935.55,2.3,21.9,88.0,9,M30,12.85,1.17,Low
10.26,28.82,51.89,2061.66,64.8,43.9,50.6,1,M40,13.36,0.85,Medium
7.48,3.82,76.49,1033.45,13.9,49.9,83.5,1,M30,21.65,0.25,High
9.29,100.36,89.73,2901.92,47.0,35.2,31.9,10,M20,7.6,0.46,High
13.04,116.99,41.58,118.1,2.8,48.2,21.6,1,M30,19.95,0.85,Medium
8.58,17.12,32.23,2020.39,30.6,37.2,78.9,3,M30,24.28,0.24,Medium
0.5,28.55,82.07,1253.29,74.0,47.8,25.6,2,M20,21.01,1.06,High
13.97,104.34,21.26,1197.12,8.5,32.4,94.1,3,M20,22.73,1.21,Medium
10.36,111.25,57.31,2292.68,32.4,-5.2,70.6,5,M30,17.71,1.26,High
10.16,50.94,39.49,2995.05,23.7,14.1,76.5,9,M40,22.6,1.01,Medium
3.27,7.02,8.49,2171.26,68.0,28.8,38.4,2,M30,4.12,1.14,Low
9.9,5.69,34.52,3000.79,65.3,11.0,70.5,1,M20,17.81,0.87,High
5.94,69.3,27.54,999.63,18.6,6.4,23.2,6,M30,18.3,0.7,Low
9.79,47.75,63.32,1866.31,7.0,24.6,82.8,3,M30,10.98,0.98,Medium
1.64,4.41,85.65,1631.82,47.4,46.0,32.7,7,M30,1.99,0.45,High
9.88,70.41,27.78,139.59,25.9,-7.9,72.3,6,M30,15.56,0.32,Low
14.99,2.35,73.97,1993.16,50.7,36.2,36.8,7,M30,1.3,1.04,High
0.77,94.7,9.71,2349.18,3.4,33.4,25.1,5,M20,9.56,1.25,Low
14.66,37.47,50.74,2112.51,10.9,47.8,56.1,1,M30,9.84,0.84,Medium
6.13,5.79,11.0,2603.35,51.8,45.8,32.7,3,M30,24.97,0.73,Low
13.07,71.01,84.39,2042.55,16.7,35.7,74.7,3,M30,7.5,0.79,High
11.75,48.32,70.14,326.95,64.5,21.2,37.8,7,M40,20.51,0.73,Medium
8.53,116.88,60.93,495.91,5.3,2.3,45.7,3,M30,1.33,0.69,Medium
11.09,65.76,75.03,2128.01,16.9,22.7,62.6,5,M40,13.24,1.24,Medium
13.18,33.75,60.04,1034.93,74.9,35.9,41.4,4,M40,13.42,0.73,Medium
6.09,85.42,87.36,370.79,33.0,43.7,48.3,4,M20,15.72,0.29,High
4.94,33.31,65.69,1560.65,53.0,37.4,81.2,7,M50,20.25,1.04,Medium
10.03,108.6,83.6,1984.7,14.5,1.7,33.4,1,M20,19.05,0.63,High
12.13,45.59,48.96,1217.74,46.1,26.0,26.2,7,M50,19.03,0.98,Medium
11.45,66.43,14.95,2549.47,54.7,9.9,44.6,8,M20,10.81,0.84,Low
11.98,7.02,49.9,2288.82,24.3,-9.4,51.8,3,M30,18.19,0.98,Medium
6.56,51.71,15.78,1231.58,62.3,2.0,60.7,3,M30,12.28,0.27,Low
12.28,100.05,55.36,2666.57,45.7,-3.2,47.9,4,M50,1.67,0.24,Low
1.85,96.87,46.01,2305.56,29.8,40.6,79.2,6,M20,22.25,0.62,High
8.19,27.69,57.92,2267.31,42.3,5.5,22.9,7,M40,22.25,0.96,Medium
0.14,27.9,5.85,1981.65,43.7,7.1,52.4,1,M40,8.07,0.45,Low
4.9,98.26,21.56,138.72,13.2,47.6,48.7,4,M20,22.85,0.68,Low
5.53,111.72,46.76,2468.12,30.8,12.7,68.6,7,M30,18.95,1.28,Medium
5.97,12.35,85.79,1378.54,26.4,-9.4,92.5,2,M30,10.02,0.44,High
10.45,54.56,37.61,3304.87,30.7,7.0,58.3,1,M30,8.29,1.13,Medium
5.86,41.16,41.07,2881.15,57.3,-2.8,94.0,1,M40,24.38,1.11,Medium
6.76,104.61,65.75,2098.16,36.7,-3.8,42.7,10,M50,17.82,1.18,Medium
3.6,10.94,56.32,957.42,70.6,-5.4,22.3,6,M40,9.47,1.21,Medium
5.63,26.12,30.41,792.64,22.7,25.6,32.4,5,M50,16.05,0.76,Low
3.45,90.54,39.92,1257.31,31.8,1.4,49.6,1,M20,14.29,0.95,Medium
1.14,7.1,23.5,1720.33,59.2,11.7,43.7,10,M20,13.11,0.88,Low
9.07,59.61,87.11,1106.62,41.4,41.7,27.3,3,M40,16.12,0.54,High
10.04,53.61,16.1,1850.76,41.5,15.5,52.4,7,M40,13.44,0.51,Low
9.31,40.79,36.61,662.26,4.9,44.9,45.4,9,M20,16.37,0.58,Medium
6.98,47.95,7.2,3424.22,30.5,19.9,29.2,9,M30,22.69,0.44,Low
5.73,64.06,23.85,466.94,21.0,13.9,42.2,6,M40,24.83,1.03,Low
12.96,20.2,71.34,3268.61,75.0,35.0,86.5,3,M20,17.73,1.26,High
7.81,69.07,22.1,3206.17,23.8,-5.6,42.7,1,M20,23.2,1.15,Medium
7.21,96.85,11.81,1886.23,66.5,-4.6,73.5,3,M40,21.46,0.44,Low
0.43,91.46,45.33,2564.69,51.0,29.1,65.9,10,M50,7.38,0.26,Low
5.15,19.31,5.85,1582.56,26.2,19.2,52.0,2,M40,23.32,1.03,Low
5.73,18.76,12.21,2242.12,41.2,37.4,37.9,5,M40,1.77,0.63,Low
6.01,32.91,73.65,1257.96,63.2,45.0,47.7,8,M30,8.25,1.11,High
8.72,43.97,70.58,1123.94,66.4,13.3,64.4,5,M40,16.0,1.06,Medium
8.03,49.61,82.79,2065.98,12.9,25.8,46.3,1,M20,13.17,0.89,High
9.14,81.88,77.63,1793.64,26.1,20.0,36.1,3,M50,13.56,0.48,Medium
11.49,7.74,63.07,2070.42,25.8,48.9,28.7,5,M30,19.87,0.31,High
12.2,5.13,9.45,1074.65,4.1,39.9,86.0,7,M30,4.87,0.48,Low
10.79,47.64,71.54,1347.66,45.3,44.7,53.0,5,M40,24.55,0.76,Medium
14.34,83.96,76.87,385.25,64.3,5.3,66.9,10,M20,10.94,1.28,High
0.32,24.02,72.92,277.74,29.2,36.4,56.8,5,M50,23.75,0.27,Low
2.98,77.34,48.22,961.75,55.8,5.9,85.4,7,M30,9.58,0.42,Medium
0.16,31.92,24.8,352.44,47.4,2.5,61.0,8,M30,15.04,0.89,Low
9.73,106.44,76.85,452.83,28.8,46.7,56.1,8,M20,11.26,0.53,High
13.48,107.59,66.81,2863.96,11.4,-8.8,89.3,7,M40,16.9,1.14,Medium
3.69,36.38,88.36,232.17,53.5,47.9,74.0,3,M40,4.59,0.35,Medium
13.91,28.37,18.23,2340.41,64.2,-1.0,28.4,2,M20,10.02,1.26,Medium
0.95,49.95,24.18,1026.7,51.8,39.2,33.3,1,M20,1.71,1.2,Low
14.02,29.62,23.0,3063.26,2.3,6.6,79.0,6,M50,14.95,1.18,Low
5.31,81.01,72.37,1748.97,17.0,11.0,82.7,9,M20,24.07,0.39,High
1.57,99.3,20.89,1138.96,6.1,3.0,60.9,3,M30,1.15,0.56,Low
7.31,81.1,10.67,1859.97,43.2,25.1,61.6,5,M30,16.49,1.08,Low
3.89,99.1,89.88,1398.66,57.0,10.9,67.4,9,M40,19.38,1.09,Medium
4.31,48.24,7.11,2018.62,9.2,29.4,52.9,9,M30,5.33,0.98,Low
4.64,19.6,76.0,489.41,63.0,-9.1,71.0,7,M30,6.83,0.69,Medium
12.06,88.82,36.06,3489.77,42.1,-6.1,28.1,4,M50,5.04,0.54,Low
8.11,43.9,76.54,1546.89,52.1,-4.0,92.1,2,M20,7.44,1.26,High
4.7,80.88,52.14,1283.98,72.9,15.1,76.3,2,M20,2.75,0.35,High
9.17,33.21,81.64,2514.71,7.2,38.9,67.3,4,M20,9.26,0.25,High
10.76,10.67,83.73,1337.26,67.7,43.3,43.7,1,M50,9.22,0.21,Medium
4.13,119.12,5.77,2933.13,10.3,4.7,32.1,4,M40,20.18,1.05,Low
6.23,19.59,11.41,1644.52,30.1,24.5,50.7,6,M20,20.02,0.26,Low
1.87,118.62,26.28,2546.5,64.0,36.1,69.6,6,M40,19.92,0.79,Low
2.76,117.3,61.89,465.34,68.1,7.3,67.5,7,M30,14.18,0.6,Medium
10.23,95.46,80.5,2976.81,38.5,14.5,48.7,5,M50,8.15,0.36,Medium
2.76,79.47,44.1,2601.44,45.0,21.4,66.0,9,M20,10.27,1.01,Medium
7.9,69.76,56.59,819.84,53.4,-1.9,81.0,2,M40,7.94,0.26,Low
