vibration_amplitude_mm,vibration_frequency_hz,stress_mPa,strain_micro,concrete_age_years,ambient_temp_c,humidity_pct,maintenance_score,material_grade,foundation_settlement_mm,load_ratio,failure_risk,material_grade_encoded,failure_risk_encoded,stress_capacity_ratio,vibration_severity_index,maintenance_decay_index,settlement_load_interaction,environmental_exposure_index,age_group_encoded
1.44,64.18,33.23,346.01,47.6,25.5,93.4,3,M30,14.44,0.7,Low,1,1,1.1077,92.42,15.355,10.108,42.5,2
13.46,71.82,64.57,3095.76,23.3,34.0,25.5,7,M40,6.29,0.27,Medium,2,2,1.6142,966.7,3.282,1.698,13.77,1
13.51,2.18,70.05,972.65,2.4,20.9,41.3,5,M30,7.23,1.27,High,1,0,2.335,29.45,0.471,9.182,16.89,0
9.51,56.23,84.0,2116.15,66.8,38.8,38.2,7,M30,9.18,1.27,High,1,0,2.8,534.75,9.408,11.659,22.46,2
5.12,115.66,22.41,3282.38,17.8,33.3,38.6,9,M40,11.26,0.87,Low,2,1,0.5602,592.18,1.956,9.796,20.57,1
5.27,62.76,72.83,2405.62,69.8,26.9,48.4,6,M30,20.45,0.63,High,1,0,2.4277,330.75,11.443,12.884,22.7,2
10.9,81.63,67.78,1509.06,54.1,-1.0,81.4,2,M50,0.35,0.76,Medium,3,2,1.3556,889.77,25.762,0.266,15.47,2
13.46,38.11,10.42,2444.42,57.4,40.2,88.5,1,M20,22.45,1.04,Medium,0,2,0.521,512.96,52.182,23.348,53.28,2
13.31,93.1,37.91,1269.53,15.9,46.2,35.2,1,M20,10.33,0.45,Medium,0,2,1.8955,1239.16,14.455,4.648,23.3,1
11.71,92.98,29.04,1042.68,18.3,-1.8,60.7,10,M30,5.76,0.69,Low,1,1,0.968,1088.8,1.812,3.974,11.05,1
9.65,63.03,30.88,3478.6891000000005,39.6,19.3,67.8,9,M40,12.71,1.01,Low,2,1,0.772,608.24,4.352,12.837,26.65,1
1.31,117.15,88.55,2652.69,13.7,5.5,59.1,6,M40,16.49,0.63,Medium,2,2,2.2138,153.47,2.246,10.389,15.07,0
2.47,15.94,59.64,2292.05,23.6,35.3,52.6,6,M20,1.12,0.24,Medium,0,2,2.982,39.37,3.869,0.269,29.09,1
13.48,3.02,66.0,1307.98,24.8,33.3,34.4,4,M20,17.89,0.76,High,0,0,3.3,40.71,6.049,13.596,18.34,1
9.12,92.65,88.01,267.15,12.8,-1.5,56.6,2,M30,19.02,1.01,High,1,0,2.9337,844.97,6.095,19.21,10.47,0
0.19,97.05,37.06,205.59,16.2,42.6,50.1,10,M20,4.15,1.27,Low,0,1,1.853,18.44,1.604,5.27,31.36,1
1.57,15.3,73.16,1984.22,59.4,0.9,79.7,3,M30,4.2,0.24,Medium,1,2,2.4387,24.02,19.161,1.008,16.66,2
9.97,32.6,41.94,2690.91,13.4,37.8,77.3,3,M30,5.09,0.79,Medium,1,2,1.398,325.02,4.323,4.021,44.68,0
0.17485,3.09,78.91,1927.09,3.1,17.4,30.0,8,M30,19.92,0.69,High,1,0,2.6303,0.54,0.383,13.745,11.22,0
2.45,35.9,20.36,2958.67,47.6,9.7,26.6,6,M20,6.8,0.47,Low,0,1,1.018,87.96,7.803,3.196,7.9,2
8.25,93.0,85.55,213.65,73.2,-0.5,88.1,7,M20,19.9,0.9,High,0,0,4.2775,767.25,10.31,17.91,17.18,2
10.39,62.64,23.6,1346.96,25.5,0.1,60.2,9,M30,13.51,0.38,Low,1,1,0.7867,650.83,2.802,5.134,12.1,1
9.8,42.42,32.73,906.04,9.8,29.7,84.3,1,M20,19.18,0.51,Medium,0,2,1.6365,415.72,8.909,9.782,41.9,0
3.4,45.24,69.28,1620.73,43.2,23.0,24.4,2,M30,13.84,1.06,High,1,0,2.3093,153.82,20.571,14.67,10.49,2
10.7,1.5099,38.47,346.08,68.1,-2.7,59.5,9,M40,8.39,0.71,Low,2,1,0.9618,16.16,7.484,5.957,10.29,2
3.6,36.68,56.7,3344.05,59.0,-3.2,60.5,5,M20,22.77,1.29,High,0,0,2.835,132.05,11.569,29.373,10.16,2
4.91,77.93,42.79,859.07,47.1,-5.7,84.6,4,M20,17.88,0.63,Medium,0,2,2.1395,382.64,11.488,11.264,12.1,2
11.21,116.93,68.1,3235.85,24.3,34.6,27.3,1,M20,12.1,0.71,High,0,0,3.405,1310.79,22.091,8.591,14.91,1
9.76,101.8,24.41,1548.04,41.1,32.7,38.0,9,M40,15.94,0.53,Low,2,1,0.6102,993.57,4.516,8.448,20.03,2
12.75,3.81,9.97,3450.78,7.8,-6.5,50.5,9,M20,15.4,0.46,Low,0,1,0.4985,48.58,0.857,7.084,6.82,0
9.88,107.93,30.49,1983.8,51.2,23.6,84.9,4,M50,8.95,1.21,Low,3,1,0.6098,1066.35,12.488,10.83,37.02,2
8.55,94.2,45.32,3264.83,54.7,-4.9,90.4,9,M30,10.59,1.02,Medium,1,2,1.5107,805.41,6.011,10.802,13.65,2
1.45,93.86,19.28,118.19,72.4,44.2,94.5,10,M30,7.96,0.57,Low,1,1,0.6427,136.1,7.168,4.537,60.67,2
5.55,55.5,35.16,2644.01,20.3,44.4,91.9,1,M20,24.90505,0.97,Medium,0,2,1.758,308.02,18.455,24.158,59.18,1
4.01,48.36,39.0,3170.37,2.4,31.9,20.4,5,M30,14.5,1.26,Medium,1,2,1.3,193.92,0.471,18.27,10.59,0
3.7,37.05,9.88,575.05,41.4,45.6,23.6,1,M30,2.3,0.28,Low,1,1,0.3293,137.08,37.636,0.644,15.48,2
14.6,8.82,54.58,426.83,53.3,38.7,31.1,4,M30,12.98,0.49,Medium,1,2,1.8193,128.77,13.0,6.36,18.26,2
5.93,28.16,80.17,1543.55,59.5,39.7,46.2,5,M30,1.25,0.42,High,1,0,2.6723,166.99,11.667,0.525,27.58,2
13.39,30.35,17.9,3274.51,15.3,24.2,82.2,3,M30,7.22,1.16,Low,1,1,0.5967,406.39,4.935,8.375,36.33,1
9.49,58.61,55.81,1944.11,20.4,8.4,86.9,2,M30,11.15,0.4,Medium,1,2,1.8603,556.21,9.714,4.46,24.68,1
11.93,89.95,61.5,1893.35,38.9,3.1,34.0,6,M30,13.36,0.54,Medium,1,2,2.05,1073.1,6.377,7.214,7.85,1
7.56,57.38,40.64,579.83,25.5,9.6,66.5,3,M30,24.4,0.8,Medium,1,2,1.3547,433.79,8.226,19.52,19.68,1
8.67,7.88,64.59,113.72415,64.7,27.7,88.8,10,M40,24.56,0.88,Medium,2,2,1.6148,68.32,6.406,21.613,42.36,2
7.41,114.98,39.91,2854.48,36.1,0.4,54.8,1,M20,2.45,1.09,Medium,0,2,1.9955,852.0,32.818,2.671,11.18,1
2.97,113.18,47.89,397.75,60.2,5.5,27.8,5,M30,13.45,0.65,Medium,1,2,1.5963,336.14,11.804,8.742,7.09,2
10.85,94.44,5.67455,2255.09,44.0,18.1,54.3,2,M30,20.43,0.79,Low,1,1,0.1892,1024.67,20.952,16.14,20.69,2
4.25,118.97,63.8,3209.7,58.2,4.0,48.2,2,M20,5.94,1.26,High,0,0,3.19,505.62,27.714,7.484,11.57,2
0.41,65.79,61.21,809.42,25.6,25.3,63.3,4,M30,18.76,0.53,Medium,1,2,2.0403,26.97,6.244,9.943,28.67,1
9.7,115.57,8.26,2361.93,62.5,45.4,52.9,4,M20,21.97,0.47,Low,0,1,0.413,1121.03,15.244,10.326,34.6,2
2.7,10.0,36.3,367.58,21.3,34.9,21.3,4,M20,16.56,0.98,Medium,0,2,1.815,27.0,5.195,16.229,11.69,1
14.11,44.52,88.22,2152.77,41.4,30.0,94.5,7,M50,8.19,1.05,Medium,3,2,1.7644,628.18,5.831,8.599,47.25,2
14.31,27.82,40.76,657.37,16.8,25.0,60.8,1,M30,23.08,0.66,Medium,1,2,1.3587,398.1,15.273,15.233,27.36,1
13.73,24.3,47.67,2602.24,36.2,19.3,55.5,8,M30,22.09,0.43,Medium,1,2,1.589,333.64,4.469,9.499,21.81,1
5.58,17.76,82.34,1124.19,24.5,1.2,91.6,10,M40,17.9,1.06,Medium,2,2,2.0585,99.1,2.426,18.974,19.42,1
0.28,75.07,65.97,1675.53,20.7,43.7,31.7,9,M20,9.09,0.94,High,0,0,3.2985,21.02,2.275,8.545,20.19,1
13.93,93.98,54.48,2138.06,72.6,4.9,34.2,10,M40,19.8,1.16,Medium,2,2,1.362,1309.14,7.188,22.968,8.52,2
6.45,69.82,72.81,682.33,12.8,-4.5,80.6,6,M20,7.9,1.13,High,0,0,3.6405,450.34,2.098,8.927,12.49,0
14.5,18.49,78.47,2621.57,59.3,35.0,39.6,4,M30,6.32,0.43,High,1,0,2.6157,268.1,14.463,2.718,21.78,2
14.46,97.52,43.84,1128.98,73.8,0.5,79.9,6,M40,12.88,1.12,Medium,2,2,1.096,1410.14,12.098,14.426,16.38,2
12.8,76.68,45.38,2352.06,2.5,12.3,40.4,10,M50,24.90505,0.39,Low,3,1,0.9076,981.5,0.248,9.713,13.05,0
4.45,47.19,37.81,638.16,52.7,-8.3,22.5,7,M30,20.11,1.15,Medium,1,2,1.2603,210.0,7.423,23.126,2.63,2
5.81,81.22,87.17,2439.6,19.7,-1.8,58.8,6,M30,18.24,1.05,High,1,0,2.9057,471.89,3.23,19.152,10.7,1
12.77,31.93,64.26,535.84,4.0,0.4,34.8,1,M30,11.3,0.83,Medium,1,2,2.142,407.75,3.636,9.379,7.1,0
4.79,42.08,12.07,1546.21,30.8,-6.7,76.8,5,M20,7.8,0.91,Low,0,1,0.6035,201.56,6.039,7.098,10.21,1
2.58,110.18,78.35,940.5,70.2,29.4,68.1,8,M40,21.4,0.31,Medium,2,2,1.9587,284.26,8.667,6.634,33.64,2
8.37,35.57,45.85,2644.48,1.9,40.2,89.3,8,M20,14.19,0.24,Medium,0,2,2.2925,297.72,0.235,3.406,53.76,0
14.05,56.93,10.84,990.92,44.5,12.4,78.7,10,M30,20.33,0.56,Low,1,1,0.3613,799.87,4.406,11.385,25.5,2
10.46,106.93,51.73,3097.84,38.1,42.5,33.6,9,M30,12.19,1.1,Medium,1,2,1.7243,1118.49,4.187,13.409,21.0,1
8.57,85.22,40.46,3132.19,65.6,2.8,80.0,4,M40,18.85,0.71,Medium,2,2,1.0115,730.34,16.0,13.384,18.24,2
1.5,8.4,79.61,767.9,7.2,9.5,68.1,10,M30,21.69,0.45,Medium,1,2,2.6537,12.6,0.713,9.76,20.09,0
9.24,18.53,22.34,2187.08,51.4,-1.0,70.2,6,M40,9.78,1.12,Low,2,1,0.5585,171.22,8.426,10.954,13.34,2
14.85,1.93,75.25,398.24,51.3,27.2,82.4,7,M20,0.34,0.45,High,0,0,3.7625,28.66,7.225,0.153,38.89,2
2.14,76.08,52.4,1431.23,50.5,15.2,63.0,5,M20,6.37,1.1,High,0,0,2.62,162.81,9.902,7.007,22.18,2
7.8,54.27,9.64,2525.29,70.7,26.8,55.0,8,M30,22.87,0.7,Low,1,1,0.3213,423.31,8.728,16.009,25.74,2
13.17,16.98,87.61,2342.04,61.9,35.7,67.7,3,M30,17.19,0.71,High,1,0,2.9203,223.63,19.968,12.205,37.71,2
11.12,114.99,48.57,2223.98,4.1,22.7,42.3,8,M30,18.43,0.5,Medium,1,2,1.619,1278.69,0.506,9.215,18.06,0
10.47,64.03,29.72,1060.64,35.9,27.7,33.7,5,M40,8.13,1.19,Low,2,1,0.743,670.39,7.039,9.675,16.07,1
10.55,29.79,44.9,1385.28,30.4,46.1,66.2,1,M20,17.53,0.3,High,0,0,2.245,314.28,27.636,5.259,43.76,1
5.42,60.57,77.92,450.02,24.0,7.9,37.5,6,M30,16.16,0.36,Medium,1,2,2.5973,328.29,3.934,5.818,10.46,1
4.44,81.87,30.92,2544.68,34.4,11.5,26.0,2,M20,4.46,0.9,Medium,0,2,1.546,363.5,16.381,4.014,8.19,1
12.15,10.07,21.38,1813.22,29.4,33.1,20.3,7,M20,24.22,1.14,Medium,0,2,1.069,122.35,4.141,27.611,10.78,1
12.16,33.69,15.97,2509.8,33.0,26.7,65.6,9,M20,8.85,0.3,Low,0,1,0.7985,409.67,3.626,2.655,30.64,1
13.01,97.03,30.32,946.41,73.5,0.7,47.2,3,M40,8.23,1.01,Low,2,1,0.758,1262.36,23.71,8.312,9.77,2
13.7,55.7,71.3,1203.09,7.6,12.6,76.4,10,M30,9.23,1.02,Medium,1,2,2.3767,763.09,0.752,9.415,24.91,0
7.69,66.04,45.09,1236.33,69.2,18.1,48.1,4,M20,2.29,0.84,Medium,0,2,2.2545,507.85,16.878,1.924,18.33,2
7.55,52.51,24.34,187.52,36.5,15.2,56.5,4,M30,15.62,0.74,Low,1,1,0.8113,396.45,8.902,11.559,19.89,1
11.98,6.22,19.13,1259.56,47.2,0.7,50.5,4,M30,5.97,0.55,Low,1,1,0.6377,74.52,11.512,3.284,10.45,2
9.77,20.72,33.28,2831.24,62.4,45.5,68.8,3,M40,20.08,0.59,Medium,2,2,0.832,202.43,20.129,11.847,45.06,2
10.54,54.02,84.89,3150.81,27.7,35.7,46.7,5,M30,9.85,0.94,High,1,0,2.8297,569.37,5.431,9.259,26.01,1
11.95,25.89,34.16,1861.94,32.9,18.9,92.3,9,M20,11.46,0.27,Medium,0,2,1.708,309.39,3.615,3.094,35.9,1
13.36,6.95,88.99,1648.71,31.3,30.8,90.2,8,M50,16.16,0.84,Medium,3,2,1.7798,92.85,3.864,13.574,45.82,1
5.1,101.39,46.24,204.8,28.7,43.8,83.6,10,M20,19.05,0.51,Medium,0,2,2.312,517.09,2.842,9.716,53.34,1
5.66,117.76,20.23,3089.29,69.5,-1.8,89.0,2,M40,5.78,0.71,Low,2,1,0.5058,666.52,33.095,4.104,16.2,2
1.46,95.38,80.75,144.23,62.3,5.0,53.7,9,M30,24.16,0.81,High,1,0,2.6917,139.25,6.846,19.57,13.42,2
8.7,102.6,44.13,3312.15,9.1,22.6,60.2,10,M20,15.56,1.17,High,0,0,2.2065,892.62,0.901,18.205,25.65,0
0.59,29.8,65.32,1763.34,9.0,37.9,75.7,2,M40,0.14,0.84,Medium,2,2,1.633,17.58,4.286,0.118,43.83,0
7.01,115.31,88.62,1262.58,32.7,-7.8,72.2,7,M20,10.39,0.45,High,0,0,4.431,808.32,4.606,4.676,8.81,1
8.16,24.43,9.26,3242.34,8.3,49.0,86.8,5,M40,10.92,0.29,Low,2,1,0.2315,199.35,1.627,3.167,59.89,0
4.33,114.22,13.22,182.93,46.8,17.3,73.7,7,M20,20.23,0.89,Low,0,1,0.661,494.57,6.592,18.005,27.49,2
8.88,119.38,66.24,2076.84,11.6,11.6,94.6505,5,M30,7.63,0.8,Medium,1,2,2.208,1060.09,2.275,6.104,29.91,0
0.51,85.7,28.96,1966.37,39.7,7.6,46.1,6,M30,8.28,0.94,Low,1,1,0.9653,43.71,6.508,7.783,12.72,1
0.61,117.76,20.67,845.69,1.5,0.5,82.5,8,M20,1.76,0.71,Low,0,1,1.0335,71.83,0.185,1.25,16.91,0
12.35,68.78,8.35,1558.22,24.4,37.5,72.3,1,M30,7.09,1.11,Low,1,1,0.2783,849.43,22.182,7.87,41.57,1
5.43,31.89,6.86,2317.7,51.1,47.3,71.9,1,M40,17.92,1.21,Low,2,1,0.1715,173.16,46.455,21.683,48.39,2
1.95,53.0,70.83,2572.25,36.8,14.8,44.4,5,M40,15.87,0.24,Medium,2,2,1.7708,103.35,7.216,3.809,15.45,1
7.86,71.63,16.43,113.72415,73.4,47.1,78.9,1,M30,2.03,1.02,Low,1,1,0.5477,563.01,66.727,2.071,52.94,2
11.56,9.7,44.76,3285.3,65.7,39.4,87.5,3,M40,2.87,0.24,Medium,2,2,1.119,112.13,21.194,0.689,51.98,2
3.28,75.06,56.5,659.39,27.6,18.9,36.4,10,M50,9.42,0.69,Low,3,1,1.13,246.2,2.733,6.5,14.16,1
9.36,117.76,41.41,894.17,4.4,30.4,66.9,9,M20,18.59,0.71,Medium,0,2,2.0705,1102.23,0.484,13.199,33.72,0
1.33,23.62,7.3,995.81,63.6,16.1,49.4,7,M30,20.82,0.97,Low,1,1,0.2433,31.41,8.958,20.195,17.83,2
0.82,95.32,71.6,228.59,68.4,23.5,94.2,6,M20,0.37,0.59,High,0,0,3.58,78.16,11.213,0.218,40.98,2
7.99,109.04,5.89,518.38,61.7,-6.5,55.9,8,M40,8.23,1.1,Low,2,1,0.1472,871.23,7.617,9.053,7.55,2
8.13,113.3,69.76,3453.59,10.5,31.8,37.1,8,M40,10.61,0.58,Medium,2,2,1.744,921.13,1.296,6.154,19.22,0
9.58,115.26,80.93,1171.74,74.65050000000001,-6.8,48.6,6,M40,22.78,0.58,High,2,0,2.0232,1104.19,12.238,13.212,6.42,2
10.91,63.05,41.79,492.02,20.1,39.0,69.0,4,M50,12.54,0.45,Low,3,1,0.8358,687.88,4.902,5.643,40.71,1
14.64,117.3,50.52,463.77,54.6,39.5,25.7,4,M20,6.74,0.95,High,0,0,2.526,1717.27,13.317,6.403,15.29,2
7.77,91.12,45.54,2546.16,68.2,4.2,65.3,4,M20,9.75,0.28,High,0,0,2.277,708.0,16.634,2.73,15.8,2
4.88,20.24,38.08,3005.53,18.4,9.4,89.8,6,M20,10.91,0.6,Medium,0,2,1.904,98.77,3.016,6.546,26.4,1
11.94,57.75,80.43,973.64,68.2,18.9,83.8,1,M30,16.75,0.49,High,1,0,2.681,689.54,62.0,8.208,32.6,2
4.1,86.48,80.98,171.09,23.9,25.8,25.1,2,M30,1.03,0.45,Medium,1,2,2.6993,354.57,11.381,0.464,11.5,1
6.61,30.43,33.54,858.51,73.3,7.2,94.5,6,M40,9.74,0.27,Low,2,1,0.8385,201.14,12.016,2.63,25.7,2
1.22,77.23,57.28,292.15,21.8,25.5,72.4,1,M30,16.16,0.41,Medium,1,2,1.9093,94.22,19.818,6.626,32.94,1
0.43,80.33,83.79,451.54,71.6,7.9,32.2,9,M30,7.08,0.69,High,1,0,2.793,34.54,7.868,4.885,8.98,2
14.44,20.36,86.77,1567.13,5.0,-6.7,20.9,6,M40,14.79,0.75,High,2,0,2.1692,294.0,0.82,11.092,2.78,0
12.55,68.25,48.26,881.72,53.5,-9.6505,32.8,7,M20,8.93,0.5,Medium,0,2,2.413,856.54,7.535,4.465,3.39,2
10.45,92.82,43.49,1854.22,40.4,-3.9,82.9,1,M20,18.97,0.92,High,0,0,2.1745,969.97,36.727,17.452,13.35,2
6.16,60.37,28.69,961.88,36.4,37.5,21.6,8,M30,1.51,0.57,Low,1,1,0.9563,371.88,4.494,0.861,12.42,1
2.64,2.44,86.5,3297.83,17.5,47.7,37.5,5,M30,22.95,0.6,High,1,0,2.8833,6.44,3.431,13.77,25.39,1
2.39,2.08,17.14,3180.21,53.2,15.6,76.8,5,M50,4.29,1.06,Low,3,1,0.3428,4.97,10.431,4.547,27.34,2
3.79,43.49,54.29,2027.14,15.1,20.8,64.0,6,M30,3.96,0.81,Medium,1,2,1.8097,164.83,2.475,3.208,26.11,1
8.26,111.22,29.02,1305.04,41.9,-1.2,78.7,7,M40,21.02,1.25,Low,2,1,0.7255,918.68,5.901,26.275,14.8,2
10.73,28.21,28.72,1395.9,19.7,23.1,76.0,7,M30,21.73,0.6,Low,1,1,0.9573,302.69,2.775,13.038,32.76,1
9.92,76.49,39.42,1500.3,71.7,-1.3,23.8,5,M20,2.32,1.11,Medium,0,2,1.971,758.78,14.059,2.575,4.45,2
4.24,27.43,89.34050000000002,2573.77,3.1,26.7,86.9,1,M20,22.72,1.01,High,0,0,4.467,116.3,2.818,22.947,40.58,0
14.33,39.28,9.67,1635.57,15.8,46.0,37.0,9,M20,6.83,1.18,Low,0,1,0.4835,562.88,1.736,8.059,24.42,1
11.08,101.92,54.18,3012.88,18.9,1.7,61.5,6,M20,15.47,1.25,High,0,0,2.709,1129.27,3.098,19.338,13.35,1
8.34,87.73,12.02,3309.92,31.6,35.9,68.3,9,M30,1.71,0.21,Low,1,1,0.4007,731.67,3.473,0.359,38.18,1
9.2,12.35,18.13,1242.22,18.2,-8.6,32.6,4,M30,9.52,0.3,Low,1,1,0.6043,113.62,4.439,2.856,3.72,1
6.32,52.02,42.36,2006.36,37.4,12.5,93.2,2,M30,11.27,0.94,Medium,1,2,1.412,328.77,17.81,10.594,30.29,1
3.75,4.47,48.39,423.19,65.6,-3.4,56.6,3,M30,15.0,0.63,Medium,1,2,1.613,16.76,21.161,9.45,9.4,2
5.37,58.23,27.0,781.59,53.7,11.1,24.3,4,M20,13.13,1.1,Medium,0,2,1.35,312.7,13.098,14.443,7.56,2
11.38,79.83,31.9,1505.78,43.9,0.4,90.3,10,M30,11.54,0.21,Low,1,1,1.0633,908.47,4.347,2.423,18.42,2
0.27,15.1,12.39,801.09,7.6,12.4,64.0,8,M30,23.99,1.09,Low,1,1,0.413,4.08,0.938,26.149,20.74,0
1.79,35.38,30.77,3080.31,52.4,15.1,72.4,3,M50,4.63,0.35,Low,3,1,0.6154,63.33,16.903,1.62,25.41,2
0.74,48.34,87.16,638.17,13.3,8.0,59.4,8,M50,3.95,0.52,Low,3,1,1.7432,35.77,1.642,2.054,16.63,0
0.66,110.42,85.3,1649.25,59.2,29.4,82.6,6,M40,17.84,1.27,Medium,2,2,2.1325,72.88,9.705,22.657,40.8,2
12.84,119.2,33.46,2159.38,19.5,45.1,22.5,4,M40,1.86,0.26,Low,2,1,0.8365,1530.53,4.756,0.484,14.65,1
10.57,6.34,53.52,2452.34,31.9,14.0,40.1,7,M20,12.07,0.58,High,0,0,2.676,67.01,4.493,7.001,13.63,1
7.14,91.56,82.32,1402.44,26.9,1.5,55.2,5,M20,12.1,0.29,High,0,0,4.116,653.74,5.275,3.509,11.87,1
1.51,45.24,5.67455,3054.94,64.6,6.2,25.7,5,M40,7.75,1.14,Low,2,1,0.1419,68.31,12.667,8.835,6.73,2
7.4,47.7,73.91,2032.29,10.4,41.2,72.9,9,M30,23.26,0.97,High,1,0,2.4637,352.98,1.143,22.562,44.61,0
7.13,90.76,85.61,1594.33,42.9,24.3,49.5,3,M30,7.06,1.08,High,1,0,2.8537,647.12,13.839,7.625,21.93,2
2.64,110.29,12.76,328.62,11.5,17.3,40.5,10,M40,7.21,0.78,Low,2,1,0.319,291.17,1.139,5.624,15.11,0
6.54,114.16,18.72,1679.94,53.2,-1.0,20.3,4,M30,5.86,0.59,Low,1,1,0.624,746.61,12.976,3.457,3.86,2
6.01,69.68,86.66,2890.5,68.0,17.0,74.0,5,M20,3.64,0.21,High,0,0,4.333,418.78,13.333,0.764,27.38,2
9.26,43.5,50.69,2189.44,33.2,6.7,82.5,1,M20,9.1,0.51,High,0,0,2.5345,402.81,30.182,4.641,22.03,1
9.54,94.72,6.21,2929.35,37.1,46.6,49.6,7,M20,17.02,0.77,Low,0,1,0.3105,903.63,5.225,13.105,33.03,1
0.73,30.87,26.9,1779.64,69.6,43.0,62.3,8,M40,18.55,0.93,Low,2,1,0.6725,22.54,8.593,17.252,39.25,2
5.65,68.12,43.25,502.77,39.6,-5.0,37.1,6,M30,20.34,0.45,Medium,1,2,1.4417,384.88,6.492,9.153,5.56,1
9.41,43.67,63.9,146.38,37.1,21.0,66.7,9,M50,4.94,0.35,Low,3,1,1.278,410.93,4.077,1.729,27.35,1
7.57,79.14,67.32,1130.95,43.8,3.5,20.9,3,M40,0.89,0.42,Medium,2,2,1.683,599.09,14.129,0.374,4.91,2
12.85,29.61,89.34050000000002,2473.17,52.0,14.6,56.6,2,M20,24.37,0.59,High,0,0,4.467,380.49,24.762,14.378,19.58,2
9.9,23.8,29.44,2786.88,8.9,42.6,68.3,5,M20,0.36,0.36,Low,0,1,1.472,235.62,1.745,0.13,42.76,0
2.49,110.27,50.75,1105.56,61.8,21.7,88.9,9,M30,24.02,0.37,Medium,1,2,1.6917,274.57,6.791,8.887,37.07,2
1.11,13.11,50.33,1785.22,33.2,10.1,48.6,1,M50,20.72,0.25,Low,3,1,1.0066,14.55,30.182,5.18,14.63,1
9.65,61.21,39.48,1531.8,6.4,2.5,77.4,1,M20,22.8,1.14,High,0,0,1.974,590.68,5.818,25.992,17.42,0
0.45,27.28,19.38,1495.78,59.2,38.0,64.8,10,M40,9.68,0.44,Low,2,1,0.4845,12.28,5.861,4.259,37.58,2
8.81,5.63,88.08,886.59,28.9,27.5,89.5,3,M30,4.93,1.1,High,1,0,2.936,49.6,9.323,5.423,42.51,1
14.11,5.29,77.53,563.66,8.4,18.1,49.9,10,M20,15.16,0.68,High,0,0,3.8765,74.64,0.832,10.309,19.01,0
8.65,21.85,47.36,768.74,47.9,3.0,43.9,3,M50,18.53,0.9,Low,3,1,0.9472,189.0,15.452,16.677,10.1,2
5.85,104.15,56.28,288.13,66.1,10.1,86.5,5,M20,3.27,0.28,Medium,0,2,2.814,609.28,12.961,0.916,26.04,2
9.67,34.61,24.32,773.64,66.7,47.6,23.7,4,M40,19.94,0.84,Low,2,1,0.608,334.68,16.268,16.75,16.02,2
6.9,114.1,51.22,131.28,71.9,21.2,30.2,6,M20,5.21,0.52,Medium,0,2,2.561,787.29,11.787,2.709,12.44,2
8.21,70.21,64.07,2232.68,65.2,14.0,26.2,8,M40,12.29,0.3,Medium,2,2,1.6017,576.42,8.049,3.687,8.91,2
14.12,52.96,48.79,1175.68,1.4,21.3,83.2,8,M40,21.41,1.2,Medium,2,2,1.2197,747.8,0.173,25.692,34.36,0
5.82,70.03,89.17,3408.69,29.1,36.7,20.8,4,M40,4.84,0.86,Medium,2,2,2.2292,407.57,7.098,4.162,11.79,1
14.42,62.49,56.96,758.64,61.6,10.4,84.6,1,M20,6.05,0.47,High,0,0,2.848,901.11,56.0,2.843,25.72,2
13.58,91.29,36.53,1275.82,28.1,0.7,53.8,7,M20,1.57,0.66,Medium,0,2,1.8265,1239.72,3.958,1.036,11.14,1
2.98,34.62,70.63,1316.66,45.5,25.1,20.3,6,M30,3.67,0.59,Medium,1,2,2.3543,103.17,7.459,2.165,9.16,2
1.09,43.01,19.49,128.74,45.9,29.9,50.1,5,M20,3.66,0.97,Low,0,1,0.9745,46.88,9.0,3.55,25.0,2
1.56,107.4,37.68,2953.31,28.0,32.8,34.0,4,M30,5.09,0.87,Low,1,1,1.256,167.54,6.829,4.428,17.95,1
0.32,113.63,34.49,208.78,67.9,42.9,66.8,6,M30,7.16,0.22,Low,1,1,1.1497,36.36,11.131,1.575,42.02,2
1.46,107.21,41.7,3296.61,38.2,12.3,71.0,8,M20,20.37,0.42,Medium,0,2,2.085,156.53,4.716,8.555,22.93,1
10.26,50.91,71.45,3133.05,35.4,-5.5,56.6,6,M40,22.89,0.73,Medium,2,2,1.7862,522.34,5.803,16.71,8.21,1
1.11,93.86,46.15,1920.77,74.65050000000001,47.5,23.0,3,M40,10.16,0.69,Medium,2,2,1.1538,104.18,24.081,7.01,15.52,2
4.82,57.68,72.49,1948.22,37.5,16.1,69.2,9,M50,3.21,0.77,Low,3,1,1.4498,278.02,4.121,2.472,24.98,1
12.68,60.21,54.0,2322.84,14.2,27.4,83.2,3,M30,5.6,0.99,Medium,1,2,1.8,763.46,4.581,5.544,39.44,0
0.4,25.36,34.08,1415.97,39.0,30.0,74.0,4,M30,18.41,0.95,Low,1,1,1.136,10.14,9.512,17.49,37.0,1
12.23,71.34,73.85,2300.56,61.2,22.8,82.2,5,M20,16.94,0.61,High,0,0,3.6925,872.49,12.0,10.333,35.18,2
4.26,23.15,25.25,252.21,58.5,2.3,35.0,2,M20,24.18,1.17,Medium,0,2,1.2625,98.62,27.857,28.291,7.8,2
1.82,40.46,24.07,283.76,59.4,35.3,86.7,10,M30,0.36,0.27,Low,1,1,0.8023,73.64,5.881,0.097,47.95,2
10.47,102.75,47.88,1654.58,53.4,38.2,44.2,10,M50,18.77,0.84,Medium,3,2,0.9576,1075.79,5.287,15.767,25.72,2
